subject,trialCount,src,first_correct_no_further_mistakes_1
sub64,1,picture3_threat.jpg,12
sub64,1,picture4_neutral.jpg,16
sub64,1,picture4_threat.jpg,23
sub64,1,picture5_neutral.jpg,23
sub64,1,picture6_neutral.jpg,19
sub65,1,picture10_neutral.jpg,3
sub65,1,picture1_threat.jpg,3
sub65,1,picture2_threat.jpg,4
sub65,1,picture3_neutral.jpg,5
sub65,1,picture3_threat.jpg,2
sub65,1,picture4_neutral.jpg,8
sub65,1,picture4_threat.jpg,5
sub65,1,picture5_neutral.jpg,8
sub65,1,picture7_neutral.jpg,5
sub65,1,picture9_neutral.jpg,7
sub65,2,picture10_neutral.jpg,1
sub65,2,picture1_threat.jpg,9
sub65,2,picture2_threat.jpg,6
sub65,2,picture3_neutral.jpg,10
sub65,2,picture3_threat.jpg,10
sub65,2,picture4_neutral.jpg,9
sub65,2,picture4_threat.jpg,9
sub65,2,picture5_neutral.jpg,8
sub65,2,picture7_neutral.jpg,6
sub65,2,picture9_neutral.jpg,3
sub66,1,picture10_neutral.jpg,25
sub66,1,picture1_neutral.jpg,27
sub66,1,picture1_threat.jpg,9
sub66,1,picture2_neutral.jpg,23
sub66,1,picture2_threat.jpg,20
sub66,1,picture3_threat.jpg,28
sub66,1,picture4_neutral.jpg,13
sub66,1,picture4_threat.jpg,28
sub66,1,picture6_neutral.jpg,7
sub66,1,picture9_neutral.jpg,26
sub66,2,picture10_neutral.jpg,1
sub66,2,picture1_neutral.jpg,1
sub66,2,picture1_threat.jpg,1
sub66,2,picture2_neutral.jpg,2
sub66,2,picture2_threat.jpg,1
sub66,2,picture3_threat.jpg,1
sub66,2,picture4_neutral.jpg,2
sub66,2,picture4_threat.jpg,1
sub66,2,picture6_neutral.jpg,1
sub66,2,picture9_neutral.jpg,1
sub67,1,picture10_neutral.jpg,11
sub67,1,picture1_neutral.jpg,12
sub67,1,picture1_threat.jpg,13
sub67,1,picture2_threat.jpg,13
sub67,1,picture3_threat.jpg,6
sub67,1,picture4_neutral.jpg,8
sub67,1,picture4_threat.jpg,2
sub67,1,picture6_neutral.jpg,10
sub67,1,picture7_neutral.jpg,6
sub67,1,picture8_neutral.jpg,1
sub68,1,picture1_neutral.jpg,1
sub68,1,picture1_threat.jpg,21
sub68,1,picture2_threat.jpg,1
sub68,1,picture3_neutral.jpg,1
sub68,1,picture3_threat.jpg,20
sub68,1,picture4_threat.jpg,13
sub68,1,picture6_neutral.jpg,18
sub68,1,picture7_neutral.jpg,17
sub68,1,picture8_neutral.jpg,22
sub68,1,picture9_neutral.jpg,22
sub69,1,picture10_neutral.jpg,3
sub69,1,picture1_neutral.jpg,5
sub69,1,picture1_threat.jpg,12
sub69,1,picture2_neutral.jpg,8
sub69,1,picture2_threat.jpg,12
sub69,1,picture3_neutral.jpg,11
sub69,1,picture3_threat.jpg,3
sub69,1,picture4_threat.jpg,6
sub69,1,picture7_neutral.jpg,8
sub69,1,picture8_neutral.jpg,10
sub7,1,picture10_neutral.jpg,10
sub7,1,picture1_neutral.jpg,1
sub7,1,picture1_threat.jpg,20
sub7,1,picture2_neutral.jpg,23
sub7,1,picture2_threat.jpg,23
sub7,1,picture3_threat.jpg,13
sub7,1,picture4_threat.jpg,17
sub7,1,picture5_neutral.jpg,20
sub7,1,picture6_neutral.jpg,22
sub7,1,picture8_neutral.jpg,16
sub70,1,picture1_neutral.jpg,1
sub70,1,picture1_threat.jpg,4
sub70,1,picture2_neutral.jpg,8
sub70,1,picture2_threat.jpg,4
sub70,1,picture3_neutral.jpg,9
sub70,1,picture3_threat.jpg,1
sub70,1,picture4_threat.jpg,1
sub70,1,picture5_neutral.jpg,9
sub70,1,picture7_neutral.jpg,7
sub70,1,picture9_neutral.jpg,3
sub71,1,picture1_neutral.jpg,10
sub71,1,picture1_threat.jpg,1
sub71,1,picture2_threat.jpg,10
sub71,1,picture3_threat.jpg,11
sub71,1,picture4_neutral.jpg,2
sub71,1,picture4_threat.jpg,9
sub71,1,picture6_neutral.jpg,1
sub71,1,picture7_neutral.jpg,6
sub71,1,picture8_neutral.jpg,1
sub71,1,picture9_neutral.jpg,11
sub72,1,picture10_neutral.jpg,9
sub72,1,picture1_neutral.jpg,21
sub72,1,picture1_threat.jpg,12
sub72,1,picture2_threat.jpg,18
sub72,1,picture3_threat.jpg,12
sub72,1,picture4_threat.jpg,17
sub72,1,picture5_neutral.jpg,14
sub72,1,picture6_neutral.jpg,15
sub72,1,picture8_neutral.jpg,21
sub72,1,picture9_neutral.jpg,20
sub73,1,picture10_neutral.jpg,9
sub73,1,picture1_threat.jpg,12
sub73,1,picture2_threat.jpg,6
sub73,1,picture3_neutral.jpg,16
sub73,1,picture3_threat.jpg,16
sub73,1,picture4_neutral.jpg,15
sub73,1,picture4_threat.jpg,7
sub73,1,picture5_neutral.jpg,14
sub73,1,picture8_neutral.jpg,13
sub73,1,picture9_neutral.jpg,10
sub74,1,picture1_neutral.jpg,37
sub74,1,picture1_threat.jpg,38
sub74,1,picture2_threat.jpg,31
sub74,1,picture3_neutral.jpg,34
sub74,1,picture3_threat.jpg,24
sub74,1,picture4_neutral.jpg,35
sub74,1,picture4_threat.jpg,23
sub74,1,picture5_neutral.jpg,37
sub74,1,picture6_neutral.jpg,38
sub74,1,picture7_neutral.jpg,32
sub74,4,picture1_neutral.jpg,1
sub74,4,picture1_threat.jpg,1
sub74,4,picture2_threat.jpg,1
sub74,4,picture3_neutral.jpg,1
sub74,4,picture3_threat.jpg,1
sub74,4,picture4_neutral.jpg,1
sub74,4,picture4_threat.jpg,1
sub74,4,picture5_neutral.jpg,3
sub74,4,picture6_neutral.jpg,3
sub74,4,picture7_neutral.jpg,1
sub75,1,picture1_neutral.jpg,4
sub75,1,picture1_threat.jpg,1
sub75,1,picture2_neutral.jpg,7
sub75,1,picture2_threat.jpg,10
sub75,1,picture3_neutral.jpg,9
sub75,1,picture3_threat.jpg,11
sub75,1,picture4_neutral.jpg,9
sub75,1,picture4_threat.jpg,1
sub75,1,picture6_neutral.jpg,11
sub75,1,picture9_neutral.jpg,8
sub76,1,picture1_neutral.jpg,15
sub76,1,picture1_threat.jpg,15
sub76,1,picture2_threat.jpg,11
sub76,1,picture3_threat.jpg,1
sub76,1,picture4_neutral.jpg,2
sub76,1,picture4_threat.jpg,4
sub76,1,picture5_neutral.jpg,14
sub76,1,picture6_neutral.jpg,13
sub76,1,picture7_neutral.jpg,6
sub76,1,picture9_neutral.jpg,13
sub77,1,picture10_neutral.jpg,11
sub77,1,picture1_neutral.jpg,2
sub77,1,picture1_threat.jpg,13
sub77,1,picture2_neutral.jpg,13
sub77,1,picture2_threat.jpg,3
sub77,1,picture3_threat.jpg,12
sub77,1,picture4_threat.jpg,10
sub77,1,picture5_neutral.jpg,2
sub77,1,picture6_neutral.jpg,6
sub77,1,picture9_neutral.jpg,9
sub78,1,picture10_neutral.jpg,6
sub78,1,picture1_neutral.jpg,8
sub78,1,picture1_threat.jpg,14
sub78,1,picture2_neutral.jpg,16
sub78,1,picture2_threat.jpg,15
sub78,1,picture3_threat.jpg,6
sub78,1,picture4_threat.jpg,1
sub78,1,picture6_neutral.jpg,16
sub78,1,picture7_neutral.jpg,2
sub78,1,picture8_neutral.jpg,3
sub79,1,picture10_neutral.jpg,12
sub79,1,picture1_neutral.jpg,10
sub79,1,picture1_threat.jpg,22
sub79,1,picture2_threat.jpg,22
sub79,1,picture3_threat.jpg,20
sub79,1,picture4_neutral.jpg,1
sub79,1,picture4_threat.jpg,1
sub79,1,picture6_neutral.jpg,23
sub79,1,picture7_neutral.jpg,23
sub79,1,picture9_neutral.jpg,20
sub79,2,picture10_neutral.jpg,4
sub79,2,picture1_neutral.jpg,16
sub79,2,picture1_threat.jpg,12
sub79,2,picture2_threat.jpg,7
sub79,2,picture3_threat.jpg,15
sub79,2,picture4_neutral.jpg,1
sub79,2,picture4_threat.jpg,1
sub79,2,picture6_neutral.jpg,13
sub79,2,picture7_neutral.jpg,14
sub79,2,picture9_neutral.jpg,16
sub79,3,picture10_neutral.jpg,1
sub79,3,picture1_neutral.jpg,1
sub79,3,picture1_threat.jpg,1
sub79,3,picture2_threat.jpg,3
sub79,3,picture3_threat.jpg,1
sub79,3,picture4_neutral.jpg,1
sub79,3,picture4_threat.jpg,1
sub79,3,picture6_neutral.jpg,2
sub79,3,picture7_neutral.jpg,1
sub79,3,picture9_neutral.jpg,3
sub79,4,picture10_neutral.jpg,1
sub79,4,picture1_neutral.jpg,1
sub79,4,picture1_threat.jpg,1
sub79,4,picture2_threat.jpg,1
sub79,4,picture3_threat.jpg,2
sub79,4,picture4_neutral.jpg,1
sub79,4,picture4_threat.jpg,1
sub79,4,picture6_neutral.jpg,1
sub79,4,picture7_neutral.jpg,2
sub79,4,picture9_neutral.jpg,1
sub8,1,picture10_neutral.jpg,14
sub8,1,picture1_neutral.jpg,14
sub8,1,picture1_threat.jpg,7
sub8,1,picture2_threat.jpg,14
sub8,1,picture3_threat.jpg,12
sub8,1,picture4_threat.jpg,13
sub8,1,picture5_neutral.jpg,10
sub8,1,picture6_neutral.jpg,3
sub8,1,picture7_neutral.jpg,4
sub8,1,picture8_neutral.jpg,9
sub80,1,picture1_neutral.jpg,7
sub80,1,picture1_threat.jpg,31
sub80,1,picture2_neutral.jpg,29
sub80,1,picture2_threat.jpg,25
sub80,1,picture3_threat.jpg,4
sub80,1,picture4_threat.jpg,24
sub80,1,picture5_neutral.jpg,30
sub80,1,picture6_neutral.jpg,29
sub80,1,picture8_neutral.jpg,1
sub80,1,picture9_neutral.jpg,31
sub81,1,picture1_neutral.jpg,13
sub81,1,picture1_threat.jpg,11
sub81,1,picture2_threat.jpg,8
sub81,1,picture3_neutral.jpg,15
sub81,1,picture3_threat.jpg,1
sub81,1,picture4_threat.jpg,15
sub81,1,picture5_neutral.jpg,12
sub81,1,picture6_neutral.jpg,5
sub81,1,picture7_neutral.jpg,13
sub81,1,picture9_neutral.jpg,9
sub82,1,picture1_threat.jpg,20
sub82,1,picture2_neutral.jpg,19
sub82,1,picture2_threat.jpg,15
sub82,1,picture3_threat.jpg,1
sub82,1,picture4_neutral.jpg,3
sub82,1,picture4_threat.jpg,18
sub82,1,picture5_neutral.jpg,7
sub82,1,picture6_neutral.jpg,20
sub82,1,picture8_neutral.jpg,1
sub82,1,picture9_neutral.jpg,12
sub83,1,picture10_neutral.jpg,3
sub83,1,picture1_threat.jpg,9
sub83,1,picture2_neutral.jpg,7
sub83,1,picture2_threat.jpg,9
sub83,1,picture3_threat.jpg,4
sub83,1,picture4_neutral.jpg,2
sub83,1,picture4_threat.jpg,3
sub83,1,picture5_neutral.jpg,5
sub83,1,picture8_neutral.jpg,8
sub83,1,picture9_neutral.jpg,3
sub84,1,picture10_neutral.jpg,11
sub84,1,picture1_neutral.jpg,8
sub84,1,picture1_threat.jpg,15
sub84,1,picture2_threat.jpg,17
sub84,1,picture3_neutral.jpg,10
sub84,1,picture3_threat.jpg,17
sub84,1,picture4_neutral.jpg,5
sub84,1,picture4_threat.jpg,9
sub84,1,picture5_neutral.jpg,16
sub84,1,picture9_neutral.jpg,15
sub85,1,picture1_neutral.jpg,15
sub85,1,picture1_threat.jpg,5
sub85,1,picture2_neutral.jpg,21
sub85,1,picture2_threat.jpg,26
sub85,1,picture3_threat.jpg,5
sub85,1,picture4_neutral.jpg,24
sub85,1,picture4_threat.jpg,26
sub85,1,picture5_neutral.jpg,13
sub85,1,picture7_neutral.jpg,25
sub85,1,picture9_neutral.jpg,22
sub86,1,picture10_neutral.jpg,6
sub86,1,picture1_neutral.jpg,5
sub86,1,picture1_threat.jpg,1
sub86,1,picture2_neutral.jpg,8
sub86,1,picture2_threat.jpg,11
sub86,1,picture3_threat.jpg,1
sub86,1,picture4_threat.jpg,11
sub86,1,picture7_neutral.jpg,2
sub86,1,picture8_neutral.jpg,7
sub86,1,picture9_neutral.jpg,10
sub87,1,picture10_neutral.jpg,1
sub87,1,picture1_neutral.jpg,16
sub87,1,picture1_threat.jpg,17
sub87,1,picture2_neutral.jpg,12
sub87,1,picture2_threat.jpg,13
sub87,1,picture3_threat.jpg,14
sub87,1,picture4_neutral.jpg,17
sub87,1,picture4_threat.jpg,9
sub87,1,picture6_neutral.jpg,6
sub87,1,picture8_neutral.jpg,15
sub88,1,picture10_neutral.jpg,12
sub88,1,picture1_neutral.jpg,3
sub88,1,picture1_threat.jpg,12
sub88,1,picture2_neutral.jpg,2
sub88,1,picture2_threat.jpg,2
sub88,1,picture3_threat.jpg,14
sub88,1,picture4_threat.jpg,3
sub88,1,picture7_neutral.jpg,4
sub88,1,picture8_neutral.jpg,14
sub88,1,picture9_neutral.jpg,10
sub89,1,picture10_neutral.jpg,22
sub89,1,picture1_threat.jpg,13
sub89,1,picture2_neutral.jpg,10
sub89,1,picture2_threat.jpg,18
sub89,1,picture3_neutral.jpg,15
sub89,1,picture3_threat.jpg,21
sub89,1,picture4_threat.jpg,14
sub89,1,picture5_neutral.jpg,20
sub89,1,picture8_neutral.jpg,17
sub89,1,picture9_neutral.jpg,22
sub9,1,picture10_neutral.jpg,1
sub9,1,picture1_neutral.jpg,6
sub9,1,picture1_threat.jpg,9
sub9,1,picture2_neutral.jpg,3
sub9,1,picture2_threat.jpg,4
sub9,1,picture3_threat.jpg,1
sub9,1,picture4_threat.jpg,2
sub9,1,picture7_neutral.jpg,7
sub9,1,picture8_neutral.jpg,8
sub9,1,picture9_neutral.jpg,9
sub90,1,picture1_threat.jpg,28
sub90,1,picture2_neutral.jpg,29
sub90,1,picture2_threat.jpg,27
sub90,1,picture3_neutral.jpg,7
sub90,1,picture3_threat.jpg,17
sub90,1,picture4_threat.jpg,24
sub90,1,picture5_neutral.jpg,29
sub90,1,picture7_neutral.jpg,9
sub90,1,picture8_neutral.jpg,28
sub90,1,picture9_neutral.jpg,10
sub92,1,picture10_neutral.jpg,9
sub92,1,picture1_neutral.jpg,11
sub92,1,picture1_threat.jpg,1
sub92,1,picture2_threat.jpg,6
sub92,1,picture3_threat.jpg,8
sub92,1,picture4_neutral.jpg,1
sub92,1,picture4_threat.jpg,4
sub92,1,picture5_neutral.jpg,11
sub92,1,picture7_neutral.jpg,10
sub92,1,picture9_neutral.jpg,1
sub93,1,picture1_neutral.jpg,18
sub93,1,picture1_threat.jpg,2
sub93,1,picture2_neutral.jpg,21
sub93,1,picture2_threat.jpg,26
sub93,1,picture3_threat.jpg,19
sub93,1,picture4_neutral.jpg,2
sub93,1,picture4_threat.jpg,9
sub93,1,picture5_neutral.jpg,28
sub93,1,picture6_neutral.jpg,25
sub93,1,picture8_neutral.jpg,28
sub94,1,picture1_neutral.jpg,9
sub94,1,picture1_threat.jpg,1
sub94,1,picture2_threat.jpg,11
sub94,1,picture3_neutral.jpg,11
sub94,1,picture3_threat.jpg,7
sub94,1,picture4_neutral.jpg,10
sub94,1,picture4_threat.jpg,8
sub94,1,picture5_neutral.jpg,3
sub94,1,picture8_neutral.jpg,1
sub94,1,picture9_neutral.jpg,8
sub95,1,picture10_neutral.jpg,12
sub95,1,picture1_threat.jpg,7
sub95,1,picture2_neutral.jpg,9
sub95,1,picture2_threat.jpg,10
sub95,1,picture3_neutral.jpg,1
sub95,1,picture3_threat.jpg,12
sub95,1,picture4_threat.jpg,11
sub95,1,picture7_neutral.jpg,8
sub95,1,picture8_neutral.jpg,2
sub95,1,picture9_neutral.jpg,7
sub96,1,picture10_neutral.jpg,21
sub96,1,picture1_threat.jpg,2
sub96,1,picture2_neutral.jpg,7
sub96,1,picture2_threat.jpg,20
sub96,1,picture3_threat.jpg,11
sub96,1,picture4_neutral.jpg,12
sub96,1,picture4_threat.jpg,16
sub96,1,picture6_neutral.jpg,21
sub96,1,picture7_neutral.jpg,2
sub96,1,picture8_neutral.jpg,19
sub97,1,picture10_neutral.jpg,19
sub97,1,picture1_neutral.jpg,19
sub97,1,picture1_threat.jpg,9
sub97,1,picture2_neutral.jpg,2
sub97,1,picture2_threat.jpg,18
sub97,1,picture3_threat.jpg,9
sub97,1,picture4_threat.jpg,1
sub97,1,picture5_neutral.jpg,12
sub97,1,picture7_neutral.jpg,11
sub97,1,picture8_neutral.jpg,17
sub98,1,picture10_neutral.jpg,13
sub98,1,picture1_threat.jpg,15
sub98,1,picture2_threat.jpg,1
sub98,1,picture3_neutral.jpg,16
sub98,1,picture3_threat.jpg,16
sub98,1,picture4_neutral.jpg,9
sub98,1,picture4_threat.jpg,15
sub98,1,picture5_neutral.jpg,14
sub98,1,picture6_neutral.jpg,11
sub98,1,picture7_neutral.jpg,7
sub98,2,picture10_neutral.jpg,1
sub98,2,picture1_threat.jpg,1
sub98,2,picture2_threat.jpg,1
sub98,2,picture3_neutral.jpg,3
sub98,2,picture3_threat.jpg,4
sub98,2,picture4_neutral.jpg,6
sub98,2,picture4_threat.jpg,5
sub98,2,picture5_neutral.jpg,6
sub98,2,picture6_neutral.jpg,1
sub98,2,picture7_neutral.jpg,4
sub98,3,picture10_neutral.jpg,1
sub98,3,picture1_threat.jpg,1
sub98,3,picture2_threat.jpg,1
sub98,3,picture3_neutral.jpg,1
sub98,3,picture3_threat.jpg,2
sub98,3,picture4_neutral.jpg,1
sub98,3,picture4_threat.jpg,2
sub98,3,picture5_neutral.jpg,1
sub98,3,picture6_neutral.jpg,1
sub98,3,picture7_neutral.jpg,1
sub99,1,picture1_neutral.jpg,18
sub99,1,picture1_threat.jpg,13
sub99,1,picture2_neutral.jpg,16
sub99,1,picture2_threat.jpg,17
sub99,1,picture3_threat.jpg,5
sub99,1,picture4_neutral.jpg,19
sub99,1,picture4_threat.jpg,1
sub99,1,picture5_neutral.jpg,19
sub99,1,picture6_neutral.jpg,8
sub99,1,picture9_neutral.jpg,3
